bwaves.ref1,84,6,19,696089,20061,60183,
mcf.ref1,33,2,7,24314200,6719166,20157498,
zeusmp.ref1,136,9,29,778573,103172,309516,
cactusADM.ref1,75,6,20,251472,10914,32744,
GemsFDTD.ref1,87,9,27,1035221,83000,249001,
perlbench.ref1,6258,177,532,225743,44453,133359,
bzip2.ref1,144,9,29,207704,48981,146944,
wrf.ref1,701,49,147,467183,17163,51491,
milc.ref1,76,10,30,2784319,278542,835626,
gcc.ref1,4526,184,553,370307,76774,230324,
toy,1459,141,423,41359985,2186185,6558555,
