bwaves.ref1,99,0,2,1286645,26,79,
mcf.ref1,43,0,2,10374304,336,1010,
zeusmp.ref1,187,0,2,1051337,38,115,
cactusADM.ref1,61,0,2,683682,34,104,
GemsFDTD.ref1,84,0,2,1675423,97,293,
perlbench.ref1,66716,0,2,238375,58,176,
bzip2.ref1,180,0,2,798026,7,21,
wrf.ref1,825,1,5,936189,35,105,
milc.ref1,60,0,2,3269869,93,279,
gcc.ref1,21277,0,2,1991498,28,86,
toy,1552,6,18,68691719,3181,9543,
